Path,Text
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/irm16/irm16_s14_s.wav,WE SAW EIGHT TINY ICICLES BELOW OUR ROOF
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/irm16/irm16_s11_s.wav,DON'T ASK ME TO CY AN OILY RAG LIKE THAT
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/irm16/irm16_s18_s.wav,KINDERGARTEN CHILDREN DECORATE THEIR CLASSROOMS FOR ALL HOLIDAYS
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/irm16/irm16_s22_s.wav,ALICE'S ABILITY TO WORK WITHOUT SUPERVISION IS NOTEWORTHY
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/irm16/irm16_s31_s.wav,WAS SHE JUST NATURALLY SLOPPY ABOUT EVERYTHING BUT HER PHYSICAL APPEARANCE
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/irm16/irm16_s30_s.wav,SHOW MUCH WILL IT COST TO DO ANY NECESSARY MODERNIZING AND REDECORATING
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/irm16/irm16_s27_s.wav,THE FISH BEGAN TO LEAP FRANTICALLY ON THE SURFACE OF THE SMALL LAKE
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/irm16/irm16_s28_s.wav,THE EASYGOING ZOOLOGIST RELAXED THROUGHOUT THE VOYAGE
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/irm16/irm16_s16_s.wav,JEFF THOUGHT YOU ARGUED IN FAVOR OF A CENTRIFUGE PURCHASE
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/irm16/irm16_s21_s.wav,THE TOOTH FAIRY FORGOT TO COME WHEN ROGER'S TOOTH FELL OUT
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/irm16/irm16_s04_s.wav,A FIFTH WHEEL CAUGHT SPEEDING
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/irm16/irm16_s08_s.wav,JOE BOOKS VERY FEW JUDGES
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/irm16/irm16_s01_s.wav,IF IT DOESN'T MATTER WHO WINS WHY DO WE KEEP SCORE
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/irm16/irm16_s12_s.wav,A BORING NOVEL IS A SUPERB SLEEPING PILL
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/irm16/irm16_s25_s.wav,MILITARY PERSONNEL ARE EXPECTED TO OBEY GOVERNMENT ORDERS
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/irm16/irm16_s10_s.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/irm16/irm16_s03_s.wav,PLAY IN THE STREET UP AHEAD
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/irm16/irm16_s07_s.wav,TINA GOT CUED TO MAKE A QUICKER ESCAPE
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/irm16/irm16_s32_s.wav,IS A RELAXED HOME ATMOSPHERE ENOUGH TO HELP HER OUTGROW THESE TRAITS
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/irm16/irm16_s19_s.wav,CORY AND TRISH PLAYED TAG WITH BEACH BALLS FOR HOURS
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/irm16/irm16_s33_s.wav,THE SAME SHELTER COULD BE BUILT INTO AN EMBANKMENT OR BELOW GROUND LEVEL
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u108w.wav,HIS SCALP WAS BLISTERED FROM TODAY'S HOT SUN
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u386w.wav,WHICH CHURCH DO THE SMITHS WORSHIP IN?
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u101w.wav,KINDERGARTEN CHILDREN DECORATE THEIR CLASSROOMS FOR ALL HOLIDAYS
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u303w.wav,THE BLUEJAY FLEW OVER THE HIGH BUILDING
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u316w.wav,THAT DOG CHASES CATS MERCILESSLY
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u081w.wav,IT'S IMPOSSIBLE TO DEAL WITH BUREAUCRACY
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u134w.wav,DECEMBER AND JANUARY ARE NICE MONTHS TO SPEND IN MIAMI
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u148w.wav,MOST PRECINCTS HAD A THIRD OF THE VOTES COUNTED
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u144w.wav,THE WILLOWY WOMAN WORE A MUSKRAT COAT
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u146w.wav,CYCLICAL PROGRAMS WILL NEVER COMPILE
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u025w.wav,ONLY LAWYERS LOVE MILLIONAIRES
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u042w.wav,BIBLICAL SCHOLARS ARGUE HISTORY
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u196w.wav,HOW DO OYSTERS MAKE PEARLS?
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u087w.wav,PRIMITIVE TRIBES HAVE AN UPBEAT ATTITUDE
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u204w.wav,EVEN I OCCASIONALLY GET THE MONDAY BLUES!
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u419w.wav,THE FOOTBALL TEAM COACH HAS A WATCH THIN AS A DIME
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u312w.wav,THOSE ANSWERS WILL BE STRAIGHTFORWARD IF YOU THINK THEM THROUGH CAREFULLY FIRST
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u037w.wav,CRITICAL EQUIPMENT NEEDS PROPER MAINTENANCE
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u378w.wav,I JUST SAW JIM NEAR THE NEW ARCHEOLOGICAL MUSEUM
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u011w.wav,HE WILL ALLOW A RARE LIE
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u115w.wav,THE EMBLEM DEPICTS THE ACROPOLIS ALL AGLOW
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u013w.wav,SWING YOUR ARM AS HIGH AS YOU CAN
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u015w.wav,THE MUSEUM HIRES MUSICIANS EVERY EVENING
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u069w.wav,EAT YOUR RAISINS OUTDOORS ON THE PORCH STEPS
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u076w.wav,GENTLY PLACE JIM'S FOAM SCULPTURE IN THE BOX
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u253w.wav,"BY EATING YOGURT, YOU MAY LIVE LONGER"
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u407w.wav,"LAUGH, DANCE, AND SING IF FORTUNE SMILES UPON YOU"
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u239w.wav,PUREE SOME FRUIT BEFORE PREPARING THE SKEWERS
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u350w.wav,MANY WEALTHY TYCOONS SPLURGED AND BOUGHT BOTH A YACHT AND A SCHOONER
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u031w.wav,A GOOD ATTITUDE IS UNBEATABLE
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u147w.wav,CORRECT EXECUTION OF MY INSTRUCTIONS IS CRUCIAL
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u138w.wav,THE CLUMSY CUSTOMER SPILLED SOME EXPENSIVE PERFUME
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u285w.wav,RICH PURCHASED SEVERAL SIGNED LITHOGRAPHS
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u397w.wav,TIM TAKES SHEILA TO SEE MOVIES TWICE A WEEK
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u313w.wav,DROP FIVE FORMS IN THE BOX BEFORE YOU GO OUT
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u367w.wav,THE SURPLUS SHOES WERE SOLD AT A DISCOUNT PRICE
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u322w.wav,A LEATHER HANDBAG WOULD BE A SUITABLE GIFT
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u271w.wav,BE CAREFUL NOT TO PLOW OVER THE FLOWER BEDS
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u427w.wav,EVERY CAB NEEDS REPAINTING OFTEN
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u377w.wav,SHE ALWAYS JOKES ABOUT TOO MUCH GARLIC IN HIS FOOD
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u210w.wav,JEFF'S TOY GO-CART NEVER WORKED!
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u004w.wav,JANE MAY EARN MORE MONEY BY WORKING HARD
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u201w.wav,APPROACH YOUR INTERVIEW WITH STATUESQUE COMPOSURE
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u098w.wav,GUESS THE QUESTION FROM THE ANSWER
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u118w.wav,COMBINE ALL THE INGREDIENTS IN A LARGE BOWL
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u074w.wav,AN OFFICIAL DEADLINE CANNOT BE POSTPONED
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u370w.wav,THAT NOISE PROBLEM GROWS MORE ANNOYING EACH DAY
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u083w.wav,MY INSTRUCTIONS DESPERATELY NEED UPDATING
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u034w.wav,DON'T DO CHARLIE'S DIRTY DISHES
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u368w.wav,LORI'S COSTUME NEEDED BLACK GLOVES TO BE COMPLETELY ELEGANT
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u283w.wav,PLANNED PARENTHOOD ORGANIZATIONS PROMOTE BIRTH CONTROL
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u391w.wav,THEY ALL LIKE LONG HOT SHOWERS
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u149w.wav,WHILE WAITING FOR CHIPPER SHE CRISSCROSSED THE SQUARE MANY TIMES
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u268w.wav,THE JAW OPERATES BY USING ANTAGONISTIC MUSCLES
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u442w.wav,SUBURBAN HOUSEWIVES OFTEN SUFFER FROM THE GAB HABIT
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u351w.wav,THE NEW SUBURBANITES WORKED HARD ON REFURBISHING THEIR OLDER HOME
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u192w.wav,STRAW HATS ARE OUT OF FASHION THIS YEAR
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u189w.wav,DESTROY EVERY FILE RELATED TO MY AUDITS
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u236w.wav,CLEAR PRONUNCIATION IS APPRECIATED
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u190w.wav,SERVE THE COLESLAW AFTER I ADD THE OIL
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u229w.wav,ARE YOU LOOKING FOR EMPLOYMENT?
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u270w.wav,ARE HOLIDAY APRONS AVAILABLE TO US?
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u023w.wav,THOSE MUSICIANS HARMONIZE MARVELOUSLY
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u008w.wav,WHY YELL OR WORRY OVER SILLY ITEMS?
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u277w.wav,THE ROSE CORSAGE SMELLED SWEET
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u195w.wav,WOULD YOU ALLOW ACTS OF VIOLENCE?
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u126w.wav,ARTIFICIAL INTELLIGENCE IS FOR REAL
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u273w.wav,THE ANGRY BOY ANSWERED BUT DIDN'T LOOK UP
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u254w.wav,DO THEY ALLOW ATHEISTS IN CHURCH?
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u019w.wav,ALUMINUM SILVERWARE CAN OFTEN BE FLIMSY
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u136w.wav,SCIENTIFIC PROGRESS COMES FROM THE DEVELOPMENT OF NEW TECHNIQUES
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u226w.wav,STEPH COULD BARELY HANDLE THE PSYCHOLOGICAL TRAUMA
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u282w.wav,THE TOOTH FAIRY FORGOT TO COME WHEN ROGER'S TOOTH FELL OUT
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u333w.wav,AN ADULT MALE BABOON'S TEETH ARE NOT SUITABLE FOR EATING SHELLFISH
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u435w.wav,THE RICH SHOULD INVEST IN BLACK ZIRCONS INSTEAD OF STYLISH SHOES
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u242w.wav,MAY I ORDER A STRAWBERRY SUNDAE AFTER I EAT DINNER?
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u202w.wav,HOW MUCH ALLOWANCE DO YOU GET?
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u275w.wav,STEVE WORE A BRIGHT RED CASHMERE SWEATER
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u448w.wav,SPHERICAL GIFTS ARE DIFFICULT TO WRAP
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u169w.wav,HOW WOULD YOU EVALUATE THIS ALGEBRAIC EXPRESSION?
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u296w.wav,THE TWO ARTISTS EXCHANGED AUTOGRAPHS
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u133w.wav,PIZZERIAS ARE CONVENIENT FOR A QUICK LUNCH
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u225w.wav,KEEP THE THERMOMETER UNDER YOUR TONGUE!
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u399w.wav,THEY ASSUME NO BURGLAR WILL EVER ENTER HERE
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u052w.wav,HER CLASSICAL PERFORMANCE GAINED CRITICAL ACCLAIM
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u020w.wav,"SHE WORE WARM, FLEECY, WOOLEN OVERALLS"
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u222w.wav,YOU ALWAYS COME UP WITH PATHOLOGICAL EXAMPLES
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u122w.wav,ENCYCLOPEDIAS SELDOM PRESENT ANECDOTAL EVIDENCE
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u175w.wav,SEVERE MYOPIA CONTRIBUTED TO RON'S INFERIORITY COMPLEX
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u070w.wav,DID YOU EAT YET?
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u413w.wav,DAPHNE'S SWEDISH NEEDLEPOINT SCARF MATCHED HER SKIRT
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u194w.wav,THEY ENJOY IT WHEN I AUDITION
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u064w.wav,REGULAR ATTENDANCE IS SELDOM REQUIRED
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u245w.wav,DOES HINDU IDEOLOGY HONOR COWS?
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u129w.wav,ANGORA CATS ARE FURRIER THAN SIAMESE
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u340w.wav,DUCKS HAVE WEBBED FEET AND COLORFUL FEATHERS
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u084w.wav,COOPERATION ALONG WITH UNDERSTANDING ALLEVIATE DISPUTE
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u243w.wav,THEY ALL AGREE THAT THE ESSAY IS BARELY INTELLIGIBLE
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u286w.wav,"IN EVERY MAJOR CLOVERLEAF, TRAFFIC SOMETIMES GETS BACKED UP"
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u252w.wav,THE GORGEOUS BUTTERFLY ATE A LOT OF NECTAR
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u153w.wav,SCHOLASTIC APTITUDE IS JUDGED BY STANDARDIZED TESTS
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u053w.wav,EVEN A SIMPLE VOCABULARY CONTAINS SYMBOLS
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u038w.wav,YOUNG PEOPLE PARTICIPATE IN ATHLETIC ACTIVITIES
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u297w.wav,ROCK-AND-ROLL MUSIC HAS A GREAT RHYTHM
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u383w.wav,THE CARPET CLEANERS SHAMPOOED OUR ORIENTAL RUG
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u357w.wav,"THE MOISTURE IN MY EYES IS FROM EYEDROPS, NOT FROM TEARS"
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u017w.wav,CARL LIVES IN A LIVELY HOME
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u010w.wav,ARE YOUR GRADES HIGHER OR LOWER THAN NANCY'S?
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u028w.wav,BEG THAT GUARD FOR ONE GALLON OF GAS
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u206w.wav,"WHEN PEELING AN ORANGE, IT IS HARD NOT TO SPRAY JUICE"
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u059w.wav,THE SINGER'S FINGER HAD A SPLINTER
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u096w.wav,MASQUERADE PARTIES TAX ONE'S IMAGINATION
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u280w.wav,THE OASIS WAS A MIRAGE
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u263w.wav,HOW OILY DO YOU LIKE YOUR SALAD DRESSING?
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u444w.wav,THE TODDLER FOUND A CLAMSHELL NEAR THE CAMP SITE
/home/arfarh/data/icefall/egs/aishell/ASR/download_WTIMIT/aishell/data_aishell/wav/train/003/s003u353w.wav,A CONNOISSEUR WILL ENJOY THIS SHELLFISH DISH
